Timestamp,Mode,Data
15:04:25.793,RX,"s,190,184,15,170,-0."
15:04:25.793,RX,"05,-0.11,9.49,0.06,-"
15:04:25.794,RX,"0.16,9.54,-0.01,-0.0"
15:04:25.795,RX,"1,-0.01,-0.00,-0.01,"
15:04:25.796,RX,"0.00,31,28,41,e"
15:04:25.823,RX,"s,190,184,15,170,-0."
15:04:25.823,RX,"07,0.08,9.47,0.10,0."
15:04:25.824,RX,"06,9.52,-0.02,-0.02,"
15:04:25.824,RX,"-0.02,0.02,0.01,0.00"
15:04:25.825,RX,",30,25,39,e"
15:04:25.853,RX,"s,190,185,15,170,-0."
15:04:25.853,RX,"11,0.08,9.51,0.06,0."
15:04:25.854,RX,"07,9.57,-0.01,-0.01,"
15:04:25.854,RX,"-0.02,0.00,-0.03,0.0"
15:04:25.855,RX,"1,31,21,39,e"
15:04:25.913,RX,"s,190,185,15,170,-0."
15:04:25.913,RX,"13,-0.01,9.53,0.01,-"
15:04:25.914,RX,"0.01,9.52,-0.01,-0.0"
15:04:25.915,RX,"1,-0.01,0.00,-0.02,0"
15:04:25.916,RX,".02,31,19,42,e"
15:04:25.943,RX,"s,190,185,15,170,-0."
15:04:25.943,RX,"10,-0.02,9.49,0.04,-"
15:04:25.944,RX,"0.11,9.54,0.00,-0.01"
15:04:25.973,RX,",-0.01,-0.00,-0.02,0"
15:04:25.974,RX,".00,30,17,41,e"
15:04:25.974,RX,"s,190,185,15,170,0.0"
15:04:25.975,RX,"3,-0.13,9.53,0.08,-0"
15:04:25.975,RX,".13,9.59,0.02,-0.00,"
15:04:25.976,RX,"-0.02,0.00,-0.01,-0."
15:04:25.977,RX,"00,31,19,38,e"
15:04:26.033,RX,"s,190,184,15,170,-0."
15:04:26.033,RX,"02,-0.14,9.51,0.08,-"
15:04:26.034,RX,"0.10,9.54,0.02,0.00,"
15:04:26.035,RX,"-0.01,0.01,-0.01,0.0"
15:04:26.036,RX,"1,31,16,42,e"
15:04:26.063,RX,"s,190,185,15,170,-0."
15:04:26.093,RX,"07,-0.14,9.50,0.11,-"
15:04:26.123,RX,"0.01,9.52,-0.04,-0.0"
15:04:26.123,RX,"0,0.01,0.03,-0.02,0."
15:04:26.124,RX,"01,31,15,39,e"
15:04:26.125,RX,"s,190,185,15,170,-0."
15:04:26.125,RX,"07,-0.02,9.63,0.06,0"
15:04:26.126,RX,".02,9.68,-0.09,0.00,"
15:04:26.153,RX,"0.03,0.04,-0.01,-0.0"
15:04:26.154,RX,"2,31,15,39,e
s,190,"
15:04:26.154,RX,"185,15,170,-0.05,0.0"
15:04:26.154,RX,"1,9.50,0.13,-0.14,9."
15:04:26.155,RX,"57,-0.05,0.00,0.03,0"
15:04:26.156,RX,".02,0.00,-0.02,30,16"
15:04:26.183,RX,",42,e
s,190,185,15,"
15:04:26.183,RX,"170,0.02,0.14,9.54,0"
15:04:26.184,RX,".12,0.09,9.53,0.03,0"
15:04:26.184,RX,".01,0.01,-0.00,0.02,"
15:04:26.186,RX,"-0.02,30,16,39,e"
15:04:26.213,RX,"s,190,185,15,170,-0."
15:04:26.213,RX,"01,0.15,9.51,0.15,0."
15:04:26.214,RX,"05,9.58,0.04,0.00,0."
15:04:26.243,RX,"01,-0.03,-0.01,-0.02"
15:04:26.244,RX,",31,16,39,e"
15:04:26.273,RX,"s,190,185,15,170,-0."
15:04:26.273,RX,"11,-0.05,9.55,0.08,-"
15:04:26.274,RX,"0.22,9.58,0.02,0.01,"
15:04:26.274,RX,"0.01,-0.03,0.00,-0.0"
15:04:26.276,RX,"1,31,15,40,e"
15:04:26.303,RX,"s,190,185,15,170,-0."
15:04:26.303,RX,"08,0.04,9.51,0.04,0."
15:04:26.304,RX,"06,9.52,-0.00,0.00,0"
15:04:26.305,RX,".00,0.02,-0.01,0.00,"
15:04:26.306,RX,"31,16,42,e"
15:04:26.334,RX,"s,190,185,15,170,-0."
15:04:26.363,RX,"06,0.17,9.50,0.10,0."
15:04:26.363,RX,"04,9.54,-0.01,0.00,0"
15:04:26.364,RX,".01,0.01,-0.01,0.01,"
15:04:26.365,RX,"31,15,39,e"
15:04:26.366,RX,"s,190,185"
15:04:26.393,RX,",15,170,-0.02,-0.06,"
15:04:26.393,RX,"9.50,0.10,-0.11,9.54"
