Timestamp,Mode,Data
15:05:35.334,RX,"83,15,168,-0.03,0.14"
15:05:35.335,RX,",9.54,0.07,-0.03,9.5"
15:05:35.335,RX,"8,-0.01,0.00,-0.01,-"
15:05:35.336,RX,"0.01,-0.01,0.01,32,1"
15:05:35.337,RX,"4,39,e"
15:05:35.394,RX,"s,189,183,15,168,-0."
15:05:35.395,RX,"05,0.04,9.52,0.01,-0"
15:05:35.395,RX,".12,9.59,0.00,-0.01,"
15:05:35.396,RX,"-0.01,0.00,0.00,0.01"
15:05:35.396,RX,",32,15,41,e"
15:05:35.398,RX,"s,189,183,15,168,-"
15:05:35.424,RX,"0.03,0.04,9.52,-0.00"
15:05:35.425,RX,",-0.11,9.60,-0.01,-0"
15:05:35.425,RX,".00,-0.01,0.02,-0.00"
15:05:35.426,RX,",0.01,33,14,40,e"
15:05:35.426,RX,"s,189,183,15,168,-0."
15:05:35.428,RX,"08"
15:05:35.454,RX,",0.11,9.50,0.09,-0.0"
15:05:35.455,RX,"5,9.57,-0.01,-0.02,-"
15:05:35.455,RX,"0.01,0.02,0.01,0.02,"
15:05:35.457,RX,"33,15,40,e"
15:05:35.515,RX,"s,189,183,15,168,-0."
15:05:35.515,RX,"04,0.10,9.51,0.01,-0"
15:05:35.515,RX,".10,9.55,-0.01,-0.02"
15:05:35.516,RX,",-0.01,-0.01,0.02,0."
15:05:35.517,RX,"01,31,15,39,e"
15:05:35.517,RX,"s,189,183,15,168,-0."
15:05:35.519,RX,"09,0.03,9.48,-0.03,-"
15:05:35.544,RX,"0.12,9.55,-0.02,-0.0"
15:05:35.545,RX,"2,-0.01,-0.01,-0.01,"
15:05:35.546,RX,"0.00,31,14,42,e"
15:05:35.574,RX,"s,189,183,15,168,-0."
15:05:35.575,RX,"02,0.12,9.56"
15:05:35.575,RX,",0.09,-0.06,9.60,-0."
15:05:35.576,RX,"01,-0.02,-0.01,0.03,"
15:05:35.577,RX,"0.01,0.01,31,15,38,e"
15:05:35.579,RX,""
15:05:35.604,RX,"s,189,184,"
15:05:35.635,RX,"15,168,-0.02,0.14,9."
15:05:35.635,RX,"61,0.08,-0.04,9.68,-"
15:05:35.635,RX,"0.01,-0.02,-0.01,-0."
15:05:35.636,RX,"00,-0.01,0.01,32,15,"
15:05:35.637,RX,"40,e"
15:05:35.638,RX,"s,189,183,15,168,-0."
15:05:35.665,RX,"02,0.04,9.50,0.05,-0"
15:05:35.665,RX,".21,9.57,0.02,-0.01,"
15:05:35.665,RX,"-0.02,0.00,0.00,0.01"
15:05:35.666,RX,",31,15,41,e"
15:05:35.694,RX,"s,189,183,15,168,-0."
15:05:35.695,RX,"10,0.06,9.52,-0.01,-"
15:05:35.695,RX,"0.17,9.58,-0.00,-0.0"
15:05:35.696,RX,"1,-0.01,-0.02,-0.01,"
15:05:35.697,RX,"-0.00,32,15,40,e"
15:05:35.724,RX,"s,189,183,15,168,-0."
15:05:35.725,RX,"04,0.02,9.47,"
15:05:35.754,RX,"0.07,-0.02,9.57,0.02"
15:05:35.755,RX,",-0.01,-0.01,0.00,0."
15:05:35.756,RX,"00,-0.00,31,15,40,e"
15:05:35.756,RX,""
15:05:35.757,RX,"s,189,183,15,168,0.0"
15:05:35.758,RX,"3,0.13,9.51,0.03,-0."
15:05:35.784,RX,"18,9.57,0.01,-0.01,-"
15:05:35.785,RX,"0.01,-0.01,-0.01,0.0"
15:05:35.786,RX,"0,32,14,40,e"
15:05:35.815,RX,"s,189,183,15,168,-0."
15:05:35.815,RX,"04,0.01,9.51,0.0"
15:05:35.815,RX,"8,-0.15,9.58,0.02,0."
15:05:35.816,RX,"00,-0.01,0.00,0.01,0"
15:05:35.818,RX,".00,31,14,41,e"
15:05:35.844,RX,"s,189,183,15,168,0.0"
15:05:35.845,RX,"0,0.05,9.50,0.04,-0."
15:05:35.846,RX,"15,9.58,0.01,0."
15:05:35.875,RX,"00,-0.01,-0.01,-0.02"
15:05:35.875,RX,",0.00,31,15,39,e"
15:05:35.876,RX,"s,189,183,15,168,-0."
15:05:35.876,RX,"03,0.12,9.54,0.05,-0"
15:05:35.877,RX,".00,9.57,-0.00,-0.01"
15:05:35.878,RX,",-0.01,0.00,-0.00,0."
15:05:35.905,RX,"01,31,14,41,e"
15:05:35.935,RX,"s,189,183,15,168,-0."
15:05:35.935,RX,"01,0.11,9.56,0.01,-0"
15:05:35.936,RX,".07,9.62,0.01,-0.00,"
15:05:35.936,RX,"-0.01,0.00,0.01,0.00"
15:05:35.937,RX,",3"
15:05:35.938,RX,"1,14,40,e"
15:05:35.994,RX,"s,189,183,15,168,-0."
15:05:35.995,RX,"00,0.04,9.51,0.07,-0"
15:05:35.995,RX,".14,9.57,0.03,0.00,-"
15:05:35.996,RX,"0.01,-0.00,-0.02,-0."
15:05:36.024,RX,"00,31,15,39,e"
15:05:36.025,RX,"s,189,183,15,168,0.0"
15:05:36.025,RX,"0,0.08,9.51,-0.02,-0"
15:05:36.026,RX,".07,9.56,0.01,-0.00,"
15:05:36.027,RX,"-0.01,-0.00,0.00,-0."
15:05:36.028,RX,"00,32,14,41,e"
15:05:36.054,RX,"s,189,183,15,168,-0."
15:05:36.055,RX,"04,0.08,9.52,0.06,-0"
15:05:36.055,RX,".12,9.60,0.01,0.00,-"
15:05:36.056,RX,"0.01,0.00,-0.00,0.00"
15:05:36.058,RX,",31,14,39,e"
15:05:36.084,RX,"s,189,183,15,168,0.0"
15:05:36.085,RX,"4,0.09,9.50,0.05,-0."
15:05:36.085,RX,"07,9.56,0.01,0.00,-0"
15:05:36.086,RX,".01,0.00,0.02,0.01,3"
15:05:36.088,RX,"1,14,39,e"
15:05:36.114,RX,""
15:05:36.115,RX,"s,189,183,15,168,0.0"
15:05:36.115,RX,"3,0.06,9.51,0.10,-0."
15:05:36.116,RX,"12,9.61,0.02,0.00,-0"
15:05:36.117,RX,".01,0.00,0.01,0.01,3"
15:05:36.118,RX,"2,14,42,e"
15:05:36.174,RX,"s,189,183,15,168,-0."
15:05:36.175,RX,"07,0.01,9.51,-0.04,-"
15:05:36.176,RX,"0.16,9.55,0.02,-0.01"
15:05:36.176,RX,",-0.02,-0.00,0.02,-0"
15:05:36.177,RX,".00,31,15,41,e"
15:05:36.204,RX,"s,189,183,15,168,-0."
15:05:36.205,RX,"10,0.00,9.50,-0.04,-"
15:05:36.205,RX,"0.12,9.54,0.00,-0.00"
15:05:36.207,RX,",-0.02,-0.00,0.0"
15:05:36.234,RX,"2,-0.01,31,15,37,e"
15:05:36.235,RX,"s,189,183,15,168,-0."
15:05:36.237,RX,"09,0.08,9.50,-"
15:05:36.264,RX,"0.01,-0.04,9.57,-0.0"
15:05:36.265,RX,"2,-0.01,-0.01,-0.00,"
15:05:36.266,RX,"-0.00,-0.01,31,14,42"
15:05:36.267,RX,",e"
15:05:36.294,RX,"s,189,183,15,168,0.0"
15:05:36.294,RX,"7,0.11,9.54,0.08,-0."
15:05:36.295,RX,"19,9.61,-0.03,-0.00,"
