Timestamp,Mode,Data
15:01:20.899,RX,"9.59,0.14,-0.00,-0.0"
15:01:20.899,RX,"6,-0.10,-0.02,0.01,3"
15:01:20.901,RX,"1,14,40,e"
15:01:20.929,RX,"s,190,"
15:01:20.930,RX,"202,26,170,0.02,-0.1"
15:01:20.930,RX,"5,9.54,0.06,-0.27,9."
15:01:20.931,RX,"57,0.10,0.00,-0.05,-"
15:01:20.932,RX,"0.04,-0.01,0.03,31,1"
15:01:20.933,RX,"4,39,e"
15:01:20.960,RX,"s,190,202,26,171,0.0"
15:01:20.960,RX,"7,-0.15,9.56,0.11,-0"
15:01:20.961,RX,".08,9.59,-0.00,-0.00"
15:01:20.989,RX,",-0.03,0.04,0.02,0.0"
15:01:20.989,RX,"3,"
15:01:20.990,RX,"31,13,42,e"
15:01:20.991,RX,"s,190,202,26,171,0.2"
15:01:20.991,RX,"0,0.37,9.78,0.04,0.0"
15:01:20.992,RX,"2,"
15:01:21.019,RX,"9.61,-0.05,-0.01,-0."
15:01:21.020,RX,"02,0.02,-0.01,0.02,3"
15:01:21.021,RX,"1,14,39,e"
15:01:21.080,RX,"s,190,202,26,171,-0."
15:01:21.080,RX,"08,0.30,9.56,0.12,-0"
15:01:21.080,RX,".32,9.65,0.03,-0.05,"
15:01:21.081,RX,"-0.03,-0.01,0.01,0.0"
15:01:21.082,RX,"0,32,20,41,e"
15:01:21.083,RX,"s,190,202,26,171,-0."
15:01:21.083,RX,"07,-0.20,9.46,-0.04,"
15:01:21.110,RX,"0.02,9.57,0.03,0.01,"
15:01:21.110,RX,"-0.05,0.01,0.03,0.01"
15:01:21.110,RX,",31,27,41,e"
15:01:21.111,RX,"s,190,202,26,171,0.0"
15:01:21.112,RX,"4,-0.06,9.58,0.05,-0"
15:01:21.113,RX,".22,9.54,0.02,-0.03,"
15:01:21.139,RX,"-0.03,0.02,0.03,0.01"
15:01:21.141,RX,",32,29,39,e"
15:01:21.199,RX,"s,190,202,26,171,0.0"
15:01:21.200,RX,"2,0.13,9.52,0.01,0.1"
15:01:21.201,RX,"1,9.59,-0.10,-0.02,-"
15:01:21.201,RX,"0.02,0.06,0.05,0.01,"
15:01:21.202,RX,"31,28,38,e"
15:01:21.202,RX,"s,190,202,26,171,-0."
15:01:21.204,RX,"03,0.25,9.49,0.11,0."
15:01:21.229,RX,"16,9.57,-0.01,-0.02,"
15:01:21.230,RX,"-0.03,0.01,0.03,0.00"
15:01:21.231,RX,",31,24,42,e"
15:01:21.260,RX,"s,190,202,26,171,-0."
15:01:21.260,RX,"11,0.10,9.55,-0.03,0"
15:01:21.260,RX,".01,9.55,0.07,-0.00,"
15:01:21.261,RX,"-0.04,-0.04,0.03,0.0"
15:01:21.263,RX,"1,31,21,40,e"
15:01:21.289,RX,"s,190,202,26,171,-0."
15:01:21.290,RX,"08,0.03,9.50,0.06,-0"
15:01:21.291,RX,".04,9.55,0."
15:01:21.320,RX,"09,0.02,-0.03,-0.03,"
15:01:21.320,RX,"0.03,0.02,31,19,40,e"
15:01:21.320,RX,""
15:01:21.321,RX,"s,190,202,26,171,-0."
15:01:21.322,RX,"01,0.01,9.52,0.05,0."
15:01:21.323,RX,"01,9.55,0.05,0.01,-0"
15:01:21.349,RX,".03,-0.06,0.00,0.01,"
15:01:21.351,RX,"31,17,41,e"
15:01:21.380,RX,"s,190,201,25,171,0.0"
15:01:21.381,RX,"1,-0.01,9.52,0.01,-0"
15:01:21.381,RX,".15,9"
15:01:21.382,RX,".57,0.03,0.00,-0.03,"
15:01:21.382,RX,"-0.06,-0.01,0.01,31,"
15:01:21.383,RX,"17,40,e"
15:01:21.410,RX,"s,190,201,25,172,-0."
15:01:21.410,RX,"01,0.05,9.55"
15:01:21.439,RX,",0.08,-0.10,9.55,0.0"
15:01:21.440,RX,"3,0.00,-0.02,-0.03,0"
15:01:21.441,RX,".01,0.01,31,16,39,e"
15:01:21.441,RX,""
15:01:21.442,RX,"s,190,201,25,172,-0."
