Timestamp,Mode,Data
15:04:59.994,RX,".10,0.08,9.55,0.24,0"
15:04:59.994,RX,".02,9.56,-0.06,0.01,"
15:04:59.995,RX,"0.06,0.02,-0.01,0.00"
15:04:59.995,RX,",31,24,40,e"
15:04:59.996,RX,"s,188,149,326,169,0."
15:04:59.997,RX,"03,0.10,9.55,-0.05,0"
15:04:59.998,RX,".22,9.57,-0.14,-0.00"
15:05:00.084,RX,",0.08,0.14,0.01,0.03"
15:05:00.084,RX,",31,22,42,e
s,188,1"
15:05:00.085,RX,"49,326,169,-0.14,0.1"
15:05:00.085,RX,"4,9.56,-0.16,0.23,9."
15:05:00.086,RX,"58,-0.20,-0.01,0.10,"
15:05:00.087,RX,"0.14,-0.00,-0.01,31,"
15:05:00.087,RX,"24,38,e"
15:05:00.114,RX,"s,188,148,325,169,-0"
15:05:00.114,RX,".11,-0.18,9.59,-0.12"
15:05:00.115,RX,",0.14,9.59,-0.16,-0."
15:05:00.115,RX,"02,0.06,0.04,-0.01,-"
15:05:00.116,RX,"0.05,32,21,39,e
s,1"
15:05:00.117,RX,"88,147,325,169,0.16,"
15:05:00.144,RX,"-0.08,9.55,0.02,0.01"
15:05:00.174,RX,",9.55,-0.08,-0.01,0."
15:05:00.174,RX,"06,0.05,0.04,-0.03,3"
15:05:00.175,RX,"0,20,41,e
s,188,147"
15:05:00.176,RX,",324,169,0.08,-0.19,"
15:05:00.176,RX,"9.53,-0.02,-0.10,9.5"
15:05:00.177,RX,"6,-0.09,0.00,0.07,0."
15:05:00.178,RX,"10,0.02,-0.03,30,22,"
15:05:00.204,RX,"43,e
s,188,147,324,"
15:05:00.204,RX,"168,-0.02,-0.23,9.50"
15:05:00.205,RX,",0.01,-0.22,9.60,-0."
15:05:00.205,RX,"11,0.01,0.07,0.06,0."
15:05:00.206,RX,"01,-0.03,30,28,38,e"
15:05:00.207,RX,"s,187,147,324,168,0"
15:05:00.234,RX,".08,-0.02,9.49,-0.04"
15:05:00.234,RX,",0.02,9.52,-0.08,0.0"
15:05:00.264,RX,"3,0.07,0.02,-0.01,-0"
15:05:00.265,RX,".02,31,26,38,e"
15:05:00.265,RX,"s,187,146,323,16"
15:05:00.266,RX,"8,0.12,0.03,9.60,0.0"
15:05:00.266,RX,"5,0.36,9.63,-0.09,0."
15:05:00.267,RX,"02,0.07,-0.02,-0.00,"
15:05:00.268,RX,"-0.04,31,22,40,e"
15:05:00.324,RX,"s,187,146,323,168,-0"
