1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,9.900000000000000000e+01
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,1.980000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,2.970000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,3.960000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,4.950000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,5.940000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,6.930000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,7.920000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,8.910000000000000000e+02
1.820000000000000000e+02,2.880000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,-4.000000000000000083e-02,-1.000000000000000021e-02,9.650000000000000355e+00,-1.100000000000000006e-01,-8.000000000000000167e-02,9.730000000000000426e+00,-0.000000000000000000e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,3.200000000000000000e+01,1.980000000000000000e+02,9.900000000000000000e+01,9.900000000000000000e+02
